Team1,Team_x,Team2,Team_y,Winner,Prediction
GSW,Warriors,DET,Pistons,GSW,Warriors,,,,,,,,
GSW,Warriors,TOR,Raptors,TOR,Raptors,,,,,,,,
GSW,Warriors,LAL,Lakers,LAL,Lakers,,,,,,,,
GSW,Warriors,WAS,Wizards,WAS,Wizards,,,,,,,,
GSW,Warriors,BOS,Celtics,BOS,Celtics,,,,,,,,
GSW,Warriors,DEN,Nuggets,GSW,Warriors,,,,,,,,
GSW,Warriors,MIA,Heat,MIA,Heat,,,,,,,,
GSW,Warriors,NYK,Knicks,NYK,Knicks,,,,,,,,
IND,Pacers,MIL,Bucks,IND,Pacers,,,,,,,,
IND,Pacers,POR,Trailblazers,IND,Pacers,,,,,,,,
IND,Pacers,HOU,Rockets,IND,Pacers,,,,,,,,
IND,Pacers,PHI,76ers,IND,Pacers,,,,,,,,
IND,Pacers,OKC,Thunder,OKC,Thunder,,,,,,,,
IND,Pacers,DET,Pistons,DET,Pistons,,,,,,,,
IND,Pacers,TOR,Raptors,TOR,Raptors,,,,,,,,
IND,Pacers,LAL,Lakers,IND,Pacers,,,,,,,,
IND,Pacers,WAS,Wizards,IND,Pacers,,,,,,,,
IND,Pacers,BOS,Celtics,IND,Pacers,,,,,,,,
IND,Pacers,DEN,Nuggets,DEN,Nuggets,,,,,,,,
IND,Pacers,MIA,Heat,MIA,Heat,,,,,,,,
IND,Pacers,NYK,Knicks,IND,Pacers,,,,,,,,
MIL,Bucks,POR,Trailblazers,POR,Trailblazers,,,,,,,,
MIL,Bucks,HOU,Rockets,HOU,Rockets,,,,,,,,
MIL,Bucks,PHI,76ers,MIL,Bucks,,,,,,,,
MIL,Bucks,OKC,Thunder,OKC,Thunder,,,,,,,,
MIL,Bucks,DET,Pistons,DET,Pistons,,,,,,,,
MIL,Bucks,TOR,Raptors,TOR,Raptors,,,,,,,,
MIL,Bucks,LAL,Lakers,LAL,Lakers,,,,,,,,
MIL,Bucks,WAS,Wizards,MIL,Bucks,,,,,,,,
MIL,Bucks,BOS,Celtics,BOS,Celtics,,,,,,,,
MIL,Bucks,DEN,Nuggets,MIL,Bucks,,,,,,,,
MIL,Bucks,MIA,Heat,MIA,Heat,,,,,,,,
MIL,Bucks,NYK,Knicks,MIL,Bucks,,,,,,,,
POR,Trailblazers,HOU,Rockets,HOU,Rockets,,,,,,,,
POR,Trailblazers,PHI,76ers,PHI,76ers,,,,,,,,
